1,75.87
2,92.45
3,0.73
4,42.08
5,56.05
6,96.35
7,26.96
8,48.92
9,51.53
10,50.74
1,54.39
2,5.88
3,1.83
4,1.05
5,33.89
6,7.54
7,23.97
8,53.7
9,8.05
10,26.63
11,41.74
12,53.18
13,72.55
14,29.77
15,47.69
16,16.53
17,42.28
18,89.65
19,24.66
20,4.09
21,59.82
22,50.66
23,52.77
24,86.69
25,71.65
26,34.36
27,81.67
28,92.49
29,52.79
30,64.26
31,48.84
32,12.76
33,80.14
34,70.81
35,11.96
36,71.8
37,27.12
38,24.77
39,65.85
40,57.95
41,59.77
42,13.08
43,99.46
44,27.01
45,90.99
46,50.53
47,9.72
48,64.71
49,33.44
50,48.35
51,8.33
52,90.96
53,98.94
54,39.53
55,37.42
56,34.48
57,16.65
58,75.48
59,72.09
60,31.94
61,43.02
62,51.63
63,67.84
64,70.29
65,48.55
66,18.38
67,7.0
68,91.88
69,69.64
70,6.2
71,86.61
72,79.36
73,18.13
74,9.17
75,48.24
76,84.73
77,25.85
78,20.59
79,44.15
80,13.28
81,12.85
82,92.54
83,39.1
84,50.6
85,93.43
86,41.13
87,93.33
88,1.8
89,60.58
90,32.09
91,2.89
92,75.0
93,6.52
94,13.56
95,6.56
96,81.06
97,2.26
98,11.95
99,43.99
100,57.35
101,76.92
102,82.95
103,21.05
104,44.82
105,38.03
106,93.55
107,26.1
108,0.72
109,63.98
110,38.66
111,76.33
112,81.0
113,36.38
114,35.81
115,54.36
116,42.3
117,27.31
118,34.29
119,35.25
120,60.18
121,6.36
122,18.6
123,58.84
124,25.11
125,1.95
126,26.18
127,91.22
128,28.45
129,50.39
130,3.79
131,98.24
132,14.91
133,9.33
134,0.06
135,16.51
136,82.01
137,5.94
138,20.73
139,58.09
140,15.15
141,65.37
142,3.88
143,88.13
144,59.02
145,43.28
146,65.02
147,97.82
148,68.36
149,62.98
150,26.35
151,41.08
152,55.82
153,75.24
154,93.39
155,63.15
156,93.39
157,59.11
158,32.7
159,84.28
160,69.74
161,13.85
162,14.73
163,30.52
164,12.62
165,72.74
166,44.66
167,65.85
168,69.19
169,16.87
170,13.42
171,50.63
172,4.71
173,58.91
174,54.96
175,52.25
176,64.21
177,78.93
178,89.94
179,91.91
180,91.38
181,4.94
182,18.65
183,69.46
184,72.48
185,69.52
186,52.1
187,12.3
188,39.74
189,95.59
190,60.53
191,74.01
192,85.51
193,35.01
194,89.27
195,32.81
196,40.71
197,94.19
198,2.98
199,88.8
200,90.52
201,2.74
202,10.8
203,41.11
204,63.15
205,61.85
206,81.99
207,99.72
208,86.27
209,74.34
210,18.83
211,58.88
212,94.58
213,4.28
214,58.89
215,32.4
216,89.9
217,23.04
218,68.85
219,14.63
220,88.84
221,45.59
222,32.8
223,97.04
224,78.47
225,38.42
226,61.74
227,17.39
228,19.21
229,31.22
230,78.4
231,59.11
232,69.98
233,18.16
234,43.01
235,10.69
236,50.5
237,11.06
238,62.55
239,26.62
240,25.52
241,62.8
242,85.86
243,89.79
244,76.26
245,74.04
246,47.11
247,22.55
248,57.92
249,93.26
250,53.15
251,52.79
252,53.91
253,32.32
254,75.38
255,35.12
256,83.84
257,97.93
258,19.53
259,39.63
260,1.01
261,22.39
262,62.66
263,54.77
264,11.12
265,76.88
266,84.35
267,68.85
268,90.55
269,68.31
270,65.22
271,3.29
272,98.64
273,75.67
274,39.75
275,95.72
276,31.0
277,95.08
278,82.46
279,94.04
280,79.15
281,47.84
282,36.59
283,43.75
284,43.25
285,96.43
286,34.94
287,61.8
288,11.64
289,65.98
290,35.59
291,9.92
292,53.77
293,4.59
294,7.05
295,7.68
296,84.15
297,40.23
298,64.41
299,65.12
300,91.71
301,2.29
302,93.46
303,83.02
304,3.91
305,26.97
306,20.66
307,12.1
308,11.7
309,34.49
310,92.96
311,53.27
312,15.76
313,43.09
314,43.69
315,49.27
316,95.44
317,21.33
318,24.67
319,11.85
320,18.31
321,70.79
322,48.32
323,12.84
324,0.85
325,77.37
326,17.99
327,89.97
328,70.63
329,36.88
330,43.72
331,13.93
332,71.36
333,55.72
334,78.38
335,18.92
336,13.47
337,24.15
338,79.47
339,88.81
340,53.87
341,23.38
342,30.09
343,5.64
344,8.72
345,69.75
346,39.46
347,10.19
348,49.94
349,47.59
350,60.06
351,55.51
352,19.92
353,5.04
354,97.29
355,61.25
356,25.89
357,40.06
358,92.0
359,61.48
360,53.5
361,41.46
362,49.15
363,55.51
364,43.16
365,15.24
366,52.62
367,77.55
368,21.38
369,0.06
370,53.96
371,27.6
372,70.39
373,9.79
374,75.13
375,30.76
376,58.36
377,51.24
378,65.63
379,89.03
380,53.03
381,43.02
382,99.27
383,71.18
384,96.16
385,81.24
386,12.08
387,10.44
388,54.65
389,75.03
390,58.56
391,87.22
392,44.49
393,8.2
394,85.64
395,12.78
396,41.69
397,25.56
398,4.88
399,80.99
400,37.26
401,89.05
402,63.56
403,86.76
404,39.33
405,0.04
406,33.03
407,96.95
408,78.93
409,61.74
410,23.91
411,11.66
412,24.85
413,4.6
414,42.32
415,5.2
416,4.66
417,5.78
418,95.22
419,52.08
420,3.4
421,19.26
422,46.29
423,35.01
424,15.27
425,21.96
426,4.85
427,15.27
428,23.34
429,49.52
430,87.71
431,15.03
432,4.54
433,9.79
434,33.91
435,80.86
436,29.45
437,27.02
438,28.04
439,54.55
440,95.25
441,38.8
442,92.92
443,32.77
444,26.0
445,4.76
446,60.38
447,34.04
448,99.95
449,54.95
450,1.24
451,18.2
452,55.74
453,62.37
454,21.38
455,71.09
456,14.68
457,57.94
458,71.73
459,28.31
460,81.35
461,6.22
462,86.56
463,13.49
464,55.01
465,39.99
466,88.91
467,64.16
468,74.22
469,59.15
470,24.95
471,4.23
472,14.17
473,53.81
474,95.9
475,93.71
476,77.02
477,83.2
478,69.17
479,15.76
480,41.03
481,33.26
482,50.61
483,68.89
484,98.09
485,86.54
486,23.85
487,23.52
488,67.05
489,83.05
490,45.09
491,63.9
492,52.71
493,67.72
494,59.64
1,79.14
2,33.75
3,38.43
4,11.2
5,99.73
6,61.78
7,42.37
8,40.07
9,1.03
10,49.94
11,26.91
12,68.3
13,62.18
14,61.93
15,43.65
16,98.03
17,13.6
18,13.04
19,69.69
20,6.12
21,37.76
22,54.52
23,88.74
24,50.25
25,25.99
26,62.05
27,21.85
28,48.16
29,3.92
30,95.09
31,47.35
32,40.79
33,32.71
34,31.04
35,34.11
36,76.8
37,59.54
38,13.12
39,94.23
40,63.74
41,22.18
42,40.45
43,44.63
44,64.07
45,82.27
46,9.06
47,36.42
48,1.73
49,98.17
50,57.48
51,84.05
52,32.67
53,23.33
54,70.25
55,66.93
56,75.45
57,89.77
58,33.53
59,93.47
60,62.53
61,32.84
62,28.12
63,4.93
64,57.32
65,12.48
66,84.9
67,90.52
68,87.78
69,95.68
70,95.69
71,36.26
72,9.97
73,35.77
74,52.07
75,21.45
76,14.59
77,4.34
78,57.91
79,47.24
80,27.79
81,10.75
82,19.52
83,97.99
84,65.28
85,93.78
86,89.07
87,45.5
88,26.86
89,55.95
90,49.49
91,90.18
92,90.36
93,69.77
94,16.46
95,16.45
96,44.3
97,5.0
98,28.32
99,12.46
100,44.18
101,8.5
102,12.26
103,78.45
104,89.27
105,84.09
106,63.42
107,55.88
108,26.31
109,15.11
110,16.76
111,92.01
112,68.88
113,66.18
114,56.85
115,80.72
116,78.99
117,35.38
118,32.1
119,76.32
120,92.19
121,55.06
122,1.8
123,0.58
