1,9.07
2,13.55
3,52.8
4,75.81
5,65.95
6,59.21
7,40.32
8,1.97
9,94.87
10,47.21
1,74.15
2,4.66
3,56.04
4,37.22
5,42.85
6,9.18
7,21.22
8,27.17
9,69.74
10,35.69
11,41.7
12,34.35
13,25.06
14,34.85
15,69.02
16,6.11
17,40.81
18,76.16
19,16.77
20,87.89
21,0.79
22,43.45
23,42.72
24,39.0
25,3.45
26,18.57
27,32.83
28,85.43
29,56.58
30,43.55
31,10.04
32,79.84
33,52.63
34,58.71
35,95.67
36,72.12
37,58.52
38,7.01
39,85.35
40,16.85
41,60.44
42,45.49
43,48.24
44,91.73
45,71.58
46,48.34
47,10.4
48,50.52
49,8.31
50,25.92
51,40.84
52,76.59
53,76.5
54,15.36
55,46.68
56,43.06
57,99.48
58,2.41
59,75.82
60,95.18
61,75.43
62,47.71
63,98.98
64,48.68
65,33.93
66,17.85
67,73.57
68,9.47
69,13.01
70,57.04
71,78.01
72,82.67
73,49.61
74,16.82
75,42.84
76,26.66
77,54.48
78,98.4
79,78.77
80,59.92
81,64.27
82,58.23
83,55.47
84,99.06
85,95.62
86,45.57
87,11.26
88,16.58
89,85.3
90,0.86
91,61.36
92,59.92
93,98.69
94,77.97
95,89.01
96,5.95
97,68.81
98,59.14
99,69.74
100,88.9
101,3.37
102,32.77
103,97.96
104,59.69
105,86.93
106,70.17
107,52.28
108,31.65
109,55.91
110,62.59
111,8.04
112,99.85
113,12.51
114,63.51
115,71.22
116,66.21
117,54.21
118,41.57
119,73.13
120,51.93
121,1.69
122,50.53
123,94.72
124,23.4
125,8.51
126,38.97
127,28.88
128,80.51
129,66.48
130,61.16
131,83.5
132,52.12
133,41.04
134,95.26
135,75.31
136,16.35
137,18.34
138,92.66
139,68.39
140,36.87
141,94.13
142,54.42
143,52.72
144,26.22
145,2.9
146,7.45
147,59.44
148,64.25
149,6.62
150,35.54
151,38.27
152,87.04
153,78.62
154,80.18
155,90.47
156,63.02
157,42.7
158,46.24
159,34.69
160,78.69
161,11.04
162,40.1
163,83.19
164,39.75
165,29.35
166,5.73
167,46.45
168,27.67
169,82.19
170,17.53
171,94.24
172,48.65
173,5.23
174,75.79
175,95.6
176,88.16
177,10.47
178,29.92
179,21.16
180,84.42
181,52.02
182,80.47
183,12.58
184,62.68
185,91.05
186,69.86
187,77.73
188,99.97
189,27.91
190,20.74
191,58.14
192,77.63
193,29.34
194,84.17
195,56.69
196,85.71
197,58.04
198,15.53
199,5.15
200,64.07
201,42.05
202,13.71
203,27.68
204,70.41
205,42.7
206,15.45
207,75.55
208,19.18
209,29.31
210,72.89
211,65.66
212,89.53
213,24.59
214,13.93
215,30.65
216,42.22
217,54.99
218,91.84
219,16.41
220,44.07
221,85.95
222,12.14
223,96.91
224,28.1
225,92.02
226,40.82
227,87.78
228,4.3
229,63.71
230,73.32
231,19.18
232,96.04
233,74.02
234,91.16
235,48.84
236,68.58
237,62.79
238,61.39
239,52.56
240,37.28
241,56.95
242,64.78
243,68.18
244,89.12
245,9.85
246,58.76
247,54.14
248,61.95
249,41.52
250,3.87
251,57.41
252,20.9
253,35.75
254,39.18
255,23.96
256,97.49
257,74.84
258,23.03
259,53.67
260,65.36
261,19.82
262,82.78
263,28.45
264,64.26
265,67.46
266,84.34
267,26.74
268,92.02
269,11.21
270,63.81
271,71.4
272,8.51
273,17.78
274,36.97
275,7.78
276,22.89
277,58.05
278,31.82
279,83.95
280,38.83
281,19.72
282,66.68
283,51.07
284,1.79
285,99.89
286,92.15
287,25.01
288,23.71
289,5.11
290,95.36
291,93.81
292,88.33
293,50.31
294,73.32
295,46.31
296,19.67
297,81.22
298,33.97
299,50.69
300,56.16
301,45.09
302,17.2
303,24.01
304,97.55
305,39.94
306,72.8
307,78.43
308,45.93
309,38.14
310,42.63
311,42.42
312,5.71
313,58.35
314,11.71
315,36.17
316,78.59
317,49.67
318,32.85
319,62.55
320,8.78
321,84.54
322,44.54
323,0.84
324,43.64
325,72.38
326,12.0
327,32.56
328,89.42
329,11.62
330,19.02
331,0.9
332,30.92
333,75.11
334,67.22
335,44.47
336,88.49
337,82.34
338,52.42
339,7.66
340,69.64
341,64.49
342,93.98
343,82.76
344,95.79
345,41.42
346,22.58
347,47.19
348,57.12
349,3.18
350,37.04
351,33.14
352,28.16
353,9.27
354,59.61
355,69.74
356,40.5
357,29.72
358,93.2
359,24.18
360,15.44
361,99.1
362,92.63
363,47.49
364,1.09
365,53.77
366,33.05
367,23.7
368,56.55
369,82.79
370,61.57
371,78.58
372,6.57
373,14.41
374,41.75
375,26.3
376,58.24
377,73.62
378,33.61
379,21.88
380,53.9
381,33.58
382,31.14
383,43.18
384,24.06
385,54.44
386,87.65
387,65.67
388,42.07
389,61.8
390,46.89
391,50.0
392,29.4
393,56.3
394,24.01
395,54.81
396,75.9
397,83.63
398,95.88
399,78.76
400,44.14
401,40.78
402,60.12
403,45.02
404,21.87
405,58.4
406,83.13
407,80.25
408,96.61
409,8.44
410,84.93
411,20.75
412,55.21
413,47.56
414,29.1
415,94.58
416,64.87
417,60.44
418,67.72
419,63.38
420,54.62
421,63.96
422,9.84
423,16.47
424,18.31
425,9.6
426,66.43
427,49.81
428,21.14
429,3.05
430,28.69
431,14.95
432,99.59
433,27.87
434,10.94
435,67.25
436,9.94
437,69.76
438,70.25
439,55.35
440,2.98
441,42.59
442,87.84
443,11.48
444,49.68
445,16.39
446,95.01
447,80.0
448,14.11
449,25.15
450,78.85
451,95.86
452,89.79
453,5.24
454,89.93
455,44.14
456,11.84
457,99.71
458,83.14
459,9.57
460,57.06
461,12.93
462,2.99
463,31.99
464,94.46
465,66.59
466,55.27
467,24.82
468,62.47
469,69.11
470,87.7
471,21.68
472,31.02
473,74.61
474,5.18
475,65.97
476,92.32
477,69.49
478,78.81
479,15.72
480,43.7
481,3.41
482,32.92
483,62.83
484,20.58
485,73.0
486,79.22
487,56.21
488,35.09
489,42.71
490,82.96
491,42.06
492,69.79
493,73.94
494,31.43
1,92.78
2,94.88
3,8.11
4,39.33
5,25.56
6,69.47
7,94.82
8,4.4
9,83.14
10,47.31
11,81.96
12,88.99
13,38.54
14,61.41
15,4.79
16,16.56
17,41.47
18,13.58
19,18.95
20,54.47
21,10.87
22,94.32
23,42.29
24,9.52
25,93.29
26,96.51
27,96.78
28,18.24
29,1.43
30,55.02
31,80.06
32,56.35
33,3.89
34,62.42
35,73.79
36,43.77
37,81.88
38,23.71
39,88.23
40,74.16
41,56.21
42,4.18
43,94.96
44,6.77
45,6.12
46,95.85
47,50.87
48,47.22
49,86.01
50,37.77
51,68.68
52,89.2
53,19.99
54,7.84
55,29.49
56,50.99
57,37.83
58,21.66
59,59.15
60,2.29
61,28.92
62,47.73
63,94.2
64,87.28
65,7.95
66,48.51
67,78.21
68,22.83
69,43.6
70,82.14
71,32.96
72,46.51
73,46.78
74,80.23
75,6.82
76,55.05
77,89.24
78,36.03
79,52.26
80,15.32
81,75.31
82,70.52
83,59.58
84,56.73
85,42.65
86,87.62
87,50.0
88,44.01
89,24.2
90,47.83
91,38.64
92,35.16
93,40.23
94,65.41
95,27.06
96,80.89
97,95.07
98,35.4
99,33.38
100,62.26
101,45.76
102,53.24
103,63.22
104,69.99
105,21.36
106,72.18
107,53.69
108,96.16
109,85.77
110,28.07
111,21.04
112,93.73
113,96.08
114,55.3
115,29.7
116,49.06
117,57.87
118,82.51
119,14.57
120,19.9
121,54.63
122,34.43
123,40.04
124,37.46
125,43.08
126,23.42
127,22.74
128,99.5
129,3.52
130,76.43
131,39.28
132,58.78
133,98.46
134,25.15
135,46.11
136,5.48
137,52.37
138,88.72
139,91.23
140,95.82
141,10.68
142,35.85
143,94.3
144,31.34
145,60.69
146,13.18
147,33.54
148,88.93
149,13.64
150,53.06
151,32.83
152,43.56
153,67.23
154,61.72
155,56.97
156,40.89
157,91.93
158,68.65
159,89.77
160,19.17
161,23.68
162,8.58
163,49.92
164,65.11
165,17.58
166,80.91
167,55.33
168,59.52
169,11.23
170,45.35
171,40.28
172,44.17
173,8.83
174,3.26
175,85.18
176,57.25
177,21.49
178,96.85
179,96.76
180,6.14
181,4.93
182,65.33
183,59.38
184,3.57
185,58.53
186,92.67
187,36.73
188,51.65
189,37.13
190,40.18
191,53.82
192,87.31
193,13.37
194,31.69
195,19.34
196,54.7
197,56.9
198,46.21
199,2.07
200,34.2
201,81.79
202,45.58
203,79.8
204,52.56
205,2.71
206,61.89
207,43.38
208,43.5
209,54.02
210,31.47
211,43.93
212,3.27
213,43.73
214,65.11
215,33.44
216,62.85
217,77.53
218,68.28
219,59.71
220,64.33
221,82.0
222,70.44
223,75.7
224,6.34
225,73.41
226,56.71
227,93.46
228,85.45
229,67.93
230,53.54
231,53.04
232,72.39
233,57.21
234,60.01
235,13.62
236,34.58
237,13.59
238,53.04
239,10.23
240,91.84
241,38.28
242,60.54
243,56.78
244,8.49
245,95.73
246,83.31
247,82.45
248,83.03
249,62.32
250,54.34
251,96.53
252,76.22
253,82.38
254,57.9
255,31.63
256,24.71
257,21.98
258,72.14
259,6.63
260,46.02
261,91.77
262,22.09
263,52.34
264,38.98
265,33.43
266,12.89
267,66.05
268,36.32
269,85.37
270,26.75
271,87.76
272,60.09
273,28.57
274,48.97
275,61.7
276,56.44
277,3.25
278,11.7
279,94.84
280,15.25
281,44.54
282,61.4
283,56.09
284,56.57
285,36.45
286,68.92
287,76.87
288,92.85
289,19.04
290,63.3
291,10.38
292,18.64
293,32.92
294,70.53
295,71.89
296,79.59
297,16.68
298,99.67
299,53.21
300,66.82
301,87.65
302,64.15
303,66.95
304,94.54
305,32.39
306,13.78
307,68.83
308,73.79
309,2.42
310,66.22
311,74.26
312,53.35
313,25.87
314,54.6
315,15.44
316,26.07
317,72.13
318,45.02
319,31.83
320,32.68
321,40.26
322,6.44
323,83.16
324,74.77
325,37.7
326,25.08
327,5.18
328,26.9
329,65.88
330,21.34
331,80.98
332,76.8
333,48.15
334,67.74
335,11.67
336,97.3
337,47.34
338,79.49
339,47.6
340,43.06
341,12.49
342,46.79
343,67.64
344,95.12
345,37.86
346,1.25
347,59.7
348,9.78
349,65.38
350,26.27
351,30.79
352,4.09
353,66.88
354,26.53
355,26.11
356,1.15
357,17.18
358,85.9
359,77.92
360,31.5
361,16.13
362,6.94
363,37.49
364,65.86
365,34.37
366,94.33
367,54.22
368,5.41
369,77.28
370,38.57
371,10.9
372,23.62
373,77.77
374,98.97
375,14.96
376,68.97
377,80.15
378,93.06
379,5.34
380,74.14
381,18.78
382,91.15
383,69.68
384,78.13
385,91.93
386,33.06
387,26.07
388,20.45
389,62.25
390,66.56
391,95.3
392,18.42
393,17.49
394,45.95
395,13.65
396,69.48
397,84.41
398,97.8
399,15.03
400,80.27
401,22.75
402,96.78
403,18.35
404,82.27
405,23.75
406,83.49
407,77.62
408,24.72
409,2.89
410,6.81
411,60.05
412,82.56
413,56.4
414,19.33
415,96.96
416,55.45
417,25.68
418,72.6
419,3.86
420,0.29
421,34.96
422,2.21
423,5.37
424,36.55
425,96.33
426,3.82
427,36.27
428,91.13
429,29.1
430,19.46
431,9.52
432,97.08
433,91.03
434,65.89
435,11.18
436,99.88
437,7.3
438,95.93
439,36.36
440,91.05
441,56.97
442,6.1
443,10.71
444,47.13
445,11.22
446,17.3
447,79.35
448,49.43
449,27.61
450,37.59
451,68.64
452,15.47
453,86.64
454,94.16
455,3.57
456,99.07
457,56.34
458,7.82
459,81.63
460,61.58
461,53.62
462,21.53
463,21.82
464,58.15
465,96.1
466,20.42
467,71.55
468,12.63
469,7.02
470,74.86
471,18.03
472,62.51
473,64.75
474,39.31
475,53.89
476,50.13
477,4.85
478,41.37
479,62.45
480,72.46
481,41.39
482,97.65
483,99.11
484,45.28
485,96.09
486,33.42
487,92.74
488,75.07
489,45.96
490,76.66
491,97.43
492,47.94
493,6.65
494,12.45
495,48.41
496,95.51
497,63.09
498,50.66
499,69.04
500,50.17
501,98.1
502,25.48
503,4.21
504,35.85
505,92.34
506,57.27
507,14.57
508,59.85
509,24.28
510,41.05
511,83.17
512,39.52
513,42.66
514,93.28
515,77.61
516,84.54
517,51.62
518,50.71
519,31.04
520,26.6
521,3.4
522,67.11
523,41.0
524,42.16
525,25.23
526,33.41
527,45.68
528,59.35
529,60.55
530,79.79
531,20.73
532,81.6
533,36.75
534,92.59
535,48.37
536,10.62
537,75.11
538,52.44
539,69.93
540,33.28
541,94.36
542,8.54
543,26.39
544,70.22
545,70.06
546,62.3
547,89.16
548,99.35
549,87.97
550,24.2
551,67.93
552,8.21
553,91.6
554,38.03
555,91.6
556,84.16
557,4.68
558,88.17
559,77.25
560,23.64
561,3.69
562,58.35
563,98.4
564,75.86
565,34.16
566,40.91
567,21.66
568,88.56
569,64.65
570,47.3
571,70.14
572,57.69
573,56.04
574,35.4
575,34.91
576,76.73
577,94.45
578,41.08
579,62.46
580,93.33
581,58.62
582,88.69
583,61.82
584,98.21
585,16.3
586,55.78
587,69.38
588,91.17
589,82.72
590,78.22
591,57.48
592,7.05
593,92.91
594,96.45
595,51.54
596,75.37
597,83.58
598,44.77
599,43.67
600,59.22
601,26.51
602,57.7
603,23.6
604,65.76
605,73.46
606,65.83
607,94.59
608,95.91
609,69.38
610,69.09
611,35.05
612,54.18
613,51.66
614,35.86
615,51.69
616,93.86
617,79.66
618,22.64
619,41.21
620,22.48
621,66.17
622,94.45
623,61.74
624,21.56
625,26.16
626,34.02
627,57.04
628,49.36
629,71.34
630,42.61
631,44.37
632,43.27
633,30.77
634,11.9
635,16.48
636,34.77
637,32.78
638,77.77
639,99.37
640,47.6
641,98.18
642,0.64
643,58.01
644,39.93
645,14.74
646,92.47
647,49.19
648,56.53
649,55.79
650,73.29
651,80.44
652,15.52
653,94.86
654,7.1
655,30.39
656,73.45
657,79.77
658,86.17
659,67.5
660,63.49
661,1.89
